anio;id_sector_productivo;nombre_sector_productivo;nombre_variable;valor;unidad_medida;Viajes_Y_Turismo;concepto_desc;Socio;ADUANA;USO_ECONOMICO;Producto;Provincia;Macrobloque
2011;D;INDUSTRIA_MANUFACTURERA;ANR_PERSONAS;436580,9;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2011;D;INDUSTRIA_MANUFACTURERA;RTA_TOTAL;135596,5;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2011;D;INDUSTRIA_MANUFACTURERA;RTA_AR;126287,0;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2011;D;INDUSTRIA_MANUFACTURERA;RTA_ANR;9309,5;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2011;D;INDUSTRIA_MANUFACTURERA;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2011;D;INDUSTRIA_MANUFACTURERA;VAB_PCONST_2004;132856,8;ARS;NA;NA;NA;NA;NA;NA;NA;2
2012;D;INDUSTRIA_MANUFACTURERA;AR_PUESTOS;1258865,2;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2012;D;INDUSTRIA_MANUFACTURERA;NOASAL_PUESTOS;579645,9;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2012;D;INDUSTRIA_MANUFACTURERA;ANR_PERSONAS;451767,0;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2012;D;INDUSTRIA_MANUFACTURERA;RTA_TOTAL;175601,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2012;D;INDUSTRIA_MANUFACTURERA;RTA_AR;163734,8;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2012;D;INDUSTRIA_MANUFACTURERA;RTA_ANR;11866,8;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2012;D;INDUSTRIA_MANUFACTURERA;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2012;D;INDUSTRIA_MANUFACTURERA;VAB_PCONST_2004;128986,2;ARS;NA;NA;NA;NA;NA;NA;NA;2
2013;D;INDUSTRIA_MANUFACTURERA;AR_PUESTOS;1269022,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2013;D;INDUSTRIA_MANUFACTURERA;NOASAL_PUESTOS;593136,6;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2013;D;INDUSTRIA_MANUFACTURERA;ANR_PERSONAS;462062,2;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2013;D;INDUSTRIA_MANUFACTURERA;RTA_TOTAL;225642,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2013;D;INDUSTRIA_MANUFACTURERA;RTA_AR;208982,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2013;D;INDUSTRIA_MANUFACTURERA;RTA_ANR;16660,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2013;D;INDUSTRIA_MANUFACTURERA;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2013;D;INDUSTRIA_MANUFACTURERA;VAB_PCONST_2004;130925,6;ARS;NA;NA;NA;NA;NA;NA;NA;2
2014;D;INDUSTRIA_MANUFACTURERA;AR_PUESTOS;1253519,6;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2014;D;INDUSTRIA_MANUFACTURERA;NOASAL_PUESTOS;558041,8;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2014;D;INDUSTRIA_MANUFACTURERA;ANR_PERSONAS;459697,8;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2014;D;INDUSTRIA_MANUFACTURERA;RTA_TOTAL;295752,8;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2014;D;INDUSTRIA_MANUFACTURERA;RTA_AR;274486,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2014;D;INDUSTRIA_MANUFACTURERA;RTA_ANR;21266,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2014;D;INDUSTRIA_MANUFACTURERA;MUJ%TOT(EPH);0,2;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2014;D;INDUSTRIA_MANUFACTURERA;VAB_PCONST_2004;124308,5;ARS;NA;NA;NA;NA;NA;NA;NA;2
2015;D;INDUSTRIA_MANUFACTURERA;AR_PUESTOS;1261110,5;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2015;D;INDUSTRIA_MANUFACTURERA;NOASAL_PUESTOS;569512,4;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2015;D;INDUSTRIA_MANUFACTURERA;ANR_PERSONAS;466435,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2015;D;INDUSTRIA_MANUFACTURERA;RTA_TOTAL;392070,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2015;D;INDUSTRIA_MANUFACTURERA;RTA_AR;363748,9;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2015;D;INDUSTRIA_MANUFACTURERA;RTA_ANR;28321,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2015;D;INDUSTRIA_MANUFACTURERA;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2015;D;INDUSTRIA_MANUFACTURERA;VAB_PCONST_2004;125260,6;ARS;NA;NA;NA;NA;NA;NA;NA;2
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;382256,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;165725,4;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;173538,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;174180,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;161122,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;13057,8;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2016;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;31654,3;ARS;NA;NA;NA;NA;NA;NA;NA;2
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;381445,8;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;207280,5;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;185569,6;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;230027,8;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;211470,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;18557,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2017;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;31481,0;ARS;NA;NA;NA;NA;NA;NA;NA;2
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;376938,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;229678,2;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;199417,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;283840,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;260440,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;23400,6;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,4;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2018;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;30933,1;ARS;NA;NA;NA;NA;NA;NA;NA;2
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;370483,0;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;306961,8;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;215326,6;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;396585,8;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;363171,5;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;33414,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,4;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2019;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;30626,9;ARS;NA;NA;NA;NA;NA;NA;NA;2
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;367931,5;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;335688,7;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;174240,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;558899,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;513649,0;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;45250,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,4;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2020;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;30367,7;ARS;NA;NA;NA;NA;NA;NA;NA;2
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;374431,2;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;344868,2;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;181869,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;812611,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;758545,2;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;54066,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,4;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2021;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;32183,0;ARS;NA;NA;NA;NA;NA;NA;NA;2
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;364583,7;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;153177,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;122200,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;41291,0;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;38663,6;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;2628,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2011;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;31671,4;ARS;NA;NA;NA;NA;NA;NA;NA;2
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;369027,0;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;148602,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;126547,6;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;54056,6;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;50776,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;3286,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2012;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;31623,6;ARS;NA;NA;NA;NA;NA;NA;NA;2
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;374674,7;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;138572,0;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;131103,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;69928,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;65129,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;4798,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2013;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;31353,0;ARS;NA;NA;NA;NA;NA;NA;NA;2
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;375431,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;135605,9;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;136652,4;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;95009,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;88341,4;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;6693,1;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2014;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;31402,6;ARS;NA;NA;NA;NA;NA;NA;NA;2
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;AR_PUESTOS;383180,1;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;NOASAL_PUESTOS;120034,0;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;ANR_PERSONAS;116541,9;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_TOTAL;124895,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_AR;118194,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;RTA_ANR;6701,0;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2015;D_15_16;ALIMENTOS_BEBIDAS_Y_TABACO;VAB_PCONST_2004;32559,4;ARS;NA;NA;NA;NA;NA;NA;NA;2
2016;D_15;ALIMENTOS_Y_BEBIDAS;AR_PUESTOS;375679,7;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2016;D_15;ALIMENTOS_Y_BEBIDAS;NOASAL_PUESTOS;165348,9;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2016;D_15;ALIMENTOS_Y_BEBIDAS;ANR_PERSONAS;173163,6;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2016;D_15;ALIMENTOS_Y_BEBIDAS;RTA_TOTAL;170468,0;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2016;D_15;ALIMENTOS_Y_BEBIDAS;RTA_AR;156893,7;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2016;D_15;ALIMENTOS_Y_BEBIDAS;RTA_ANR;13574,3;Millones (ARS);NA;NA;NA;NA;NA;NA;NA;3
2016;D_15;ALIMENTOS_Y_BEBIDAS;MUJ%TOT(EPH);0,3;Porcentaje;NA;NA;NA;NA;NA;NA;NA;5
2016;D_15;ALIMENTOS_Y_BEBIDAS;VAB_PCONST_2004;31122,3;ARS;NA;NA;NA;NA;NA;NA;NA;2
2017;D_15;ALIMENTOS_Y_BEBIDAS;AR_PUESTOS;375271,3;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
2017;D_15;ALIMENTOS_Y_BEBIDAS;NOASAL_PUESTOS;207280,5;Cantidad;NA;NA;NA;NA;NA;NA;NA;1
